url,Auteur,Sujet,Date & heure,Message
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 28/06/2016 à 18:28:43,"Marco,
Je me souviens en 1990 j'étais intervenue en réunion 6eme pour que les profs prennent en compte le budget de leurs exigences fournitures scolaires et c'était novateur, même combat pour les livres de poche dans telle ou telle édition si bien qu'une famille nombreuse pouvait avoir, par exemple, les fourberies de scapin en 3 éditions différentes pour rien au final si ce n'est arranger le prof (ts les élèves se référaient à la m^me page énoncée).
Je ne parle même pas des profs qui donnent des fournitures pour l'année suivante et changent à la rentrée ou demandent des fournitures improbables et pratiquement introuvables.
Bref cette histoire de fournitures scolaires (pourtant gouvernement est intervenu) et de cartables lourds particulièrement pour demi pensionnaire ( sans compter les jours de sport...) est sans fin!"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 28/06/2016 à 18:52:23,"Si : cela peut se finir...
Il faut pour cela d'une part une direction qui prenne sérieusement le problème en considération, et une association de parents active qui n'attend pas que ce soit la collectivité qui paie pour les parents (souvenir de parents d'école primaire qui trouvait inconvenant que les familles prennent en charge l'achat des livres de CP qu'une mairie exsangue ne pouvait financer... cela leur aurait coûté 2 euros par an en moyenne, mais c'était dans le public, et dans le public, 2 euros par an pour un enfant, c'est trop cher."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,fleur de lys91; fleur de lys91,,Posté le 28/06/2016 à 22:43:07,"Malmigatte Nous avions pensé acheter un 2ème jeux de livres afin d'éviter les allers et retours à la maison, j'ai contacté le CDI (si possibilité d'acheter des livres d'occasion) mais le collège nous a informé que le casier était pour deux donc aucune possibilité d'entreposer la totalité des livres, par contre la personne du CDI m'avait dit qu'ils avaient des livres supplémentaires, donc prêt et possibilité d'avoir un casier individuel...à titre exceptionnel et que ce ne serait pas possible l'année prochaine.. nous aviserons en fonction de son emploi du temps
Aucun aménagement proposé, et nous n'avions pas fait de demandes particulières.
Concernant la liste scolaire de la rentrée prochaine ils ont demandé des cahiers 48 pages, mais lorsque l'on voit le nombre de cahiers entre les matières sur une journée + cahier exercice et cours. Un conseil agenda, attention au poids.
Depuis le CP j'essaie de sensibiliser les parents sur le poids des cartables...et les enseignants...pour toutes réponses ""ça a toujours existé"" j'ai fait des actions mais ce n'est pas une priorité... une forme de fatalité ...mais je vais continuer via les associations de parents d'élèves"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,fleur de lys91; fleur de lys91,,Posté le 28/06/2016 à 23:06:41,"fleur de lys91 a écrit :
Je souhaitai partager avec vous notre expérience du passage anticipé de notre fils du CM1 en 6ème. Le sujet a été abordé en mai car notre fils ne voulait plus aller à l’école certain matin, puis à commencer le mal au ventre (je pense bien réel) mais au bout d’une heure plus rien. Il avait 2 enseignantes, la 1ère enseignante aucun doute sur la nécessité de son passage, la 2ème lenteur dans son travail, risque que l’écriture se détériore car la vitesse n’est pas la même dans la prise de notes et la puberté….
Les inquiétudes de notre fils sur ce passage : les heures de colles, et le fait de ne pas trouver les salles de classes
Le papa : aucun doute sur la nécessité
Les miennes : sac trop lourd, sa taille, la cantine, l’expérience malheureuse de notre fils ainé en 6ème car la période collège peut être difficile
Notre fils a rencontré le psy tardivement car très sollicité mi juin, 2 possibilités un aménagement en CM2, ou passage en 6ème, finalement suite à l’entretien il préconise un passage anticipé, à nous de voir avec IA (envoie courrier et mail)….juillet aucun retour…fin août 3 jours avant la rentrée, notre fils ne comprenait pas comment il pouvait autant tarder à répondre, (très long ses 2 mois) le directeur de l’élémentaire nous demande où notre fils faisait sa rentrée ??? Je contacte l’IA, qui nous confirme que le dossier est en cours, le lendemain retour de l’IA validant le passage par anticipation pour la rentrée. Le vendredi matin le collège me contacte pour l’inscription et propose une visite du collège à notre fils.
Veille de la rentrée pas d’inquiétude particulière. Jour de la rentrée, finalement concernant sa taille, il n’était pas si différent, il y a des grands et des petits, première matinée content, le collège a une très bonne direction et équipe pédagogique, ça aide.
Après 2 mois de cours, il a pris son rythme, le point positif, il est obligé de mettre en place une méthodologie de travail, car jusqu’à maintenant aucun effort dans les apprentissages.
Concernant le poids du cartable, il a un double jeu de livres et un casier, le collège a conscient de cette problématique qui n’est pas que lié à notre fils, c’est un réel problème qui mériterait réflexion.
Il est intégré dans sa classe, il a juste fait un petit mensonge sur son âge 11 ans comme les autres.
Lorsque je vois le bénéfice pour notre fils, il est si épanoui, autonome, prend plaisir à apprendre, une telle métamorphose je ne le reconnais pas. Sur la prise de note aucun souci ses cahiers sont propres et très belle écritures, concernant le changement de classes, le lendemain il s’était déjà repéré, il a proposé de faire un article pour les enfants qui rentreront l’année prochaine en 6ème afin de les rassurer ce n’est pas si compliqué que cela.
Tous mes doutes sont levés, je l’accompagne au mieux, il reste un enfant de 9 ans, maintenant chaque enfant est différent ce qui convient au mien ne conviendrait peut être pas à d’autres mais soyez à l’écoute de votre enfant même si ce n’est pas toujours facile ils ont de telles ressources et potentiel.
Afficher plus
Afficher moins
Bilan de cette année en 6ème :
- Les appréhensions sur sa rapidité des prise de notes et la dégradation de la tenue de ses cahiers : levées
- Autonomie il s'est géré très rapidement seul
- Sociabilité très bien intégré
- A chaque retour des vacances, il était content de reprendre et c'est la première fois cette année
- Source de stress un séjour programmé, finalement annulé et remplacé par une journée : à son retour, ""heureusement que ce n'était qu'1 jour et pas plus"".
- le poids du cartable malgré un aménagement il reste très lourd...et l'année prochaine 3 matières en +
Au niveau scolaire, cela ne lui a pas demandé plus d'effort que cela et avec le recul je constate qu'il applique le même mode de fonctionnement qu'en élémentaire.
Si ce n'est un peu plus d'intensité des cours, cela dépend des enseignants il prend du plaisir et découvre. Il s'adapte très vite, il va falloir revoir sa méthode de travail en math, mais dans l'ensemble il s'est très bien adapté.
Bilan plutôt positif ...
Message cité 1 fois
Message édité par fleur de lys91 le 28/06/2016 à 23:09:59"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,malmignatt​e; malmignatt​e,,Posté le 30/06/2016 à 11:31:44,"Fleur de lys : j'irais voir le cdi dès le premier jour pour voir s'il est possible d'avoir un second jeu de livres mais j'en doute (collège surchargé). Acheter ça revient cher au final, sans possibilité de revente en plus. Ils ont un casier individuel, assez grand pour y laisser l'ensemble de leurs livres. Je pensais au trieur mais en 24*32 difficile à trouver. Et les livrets d'applications (en anglais, allemand, français, etc) ne sont pas réductibles.
Le mien stresse au sujet de son intégration, pas du reste. Mais ça le stresse beaucoup (les nuits sont agitées). Il a peur de ne pas trouver de copains et s'emmerder sur le temps de midi."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 30/06/2016 à 12:23:55,"Entre midi et reprise il y a surement des clubs dispo soit photos, soit musique, soit echec, soit theatre, soit dessin peinture, soit astronomie...soit sport...."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,fleur de lys91; fleur de lys91,,Posté le 30/06/2016 à 22:18:57,"Malmignatte j'avais envisagé les livres en ligne (licence) c'est aussi une possibilité et moins coûteuse. Mais attention avec la réforme des collèges, les manuels seront revus. Les cahiers étaient imposés et sur certains lycées, ils reviennent sur le trieur et repasse au cahier. Concernant ta demande au CDI, peut être pourrais tu t'adresser à la CPE, mais je t'avouerai que je n'aurai pas fait la démarche en amont
Concernant les activités, va voir sur le site du collège tu as souvent ce qui a été fait sur l'année, petit journal du collégien, échec, accès au CDI, sophro, club lecture, théâtre, jardinage, jeux de sociétés, sport, c'est proposé et non imposé donc tu peux en discuter avec lui, pour voir ce qui l’intéresserait, et puis tu sais dans l'ensemble c'est nouveau pour tous les 6èmes, ce sera une belle aventure 
Message édité par fleur de lys91 le 30/06/2016 à 22:27:59"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 01/07/2016 à 10:14:59,"""Les cahiers étaient imposés et sur certains lycées, ils reviennent sur le trieur et repasse au cahier"" ben oui même au lycée l'autonomie dont la gestion matérielle n'est malheureusement plus acquise...Par contre le tel portable ne se perd jamais et est porté comme un bracelet...!
Malmignatte a un enfant qui rentre en première donc quand même elle est au courant pour le collège même avec des petits changements."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 01/07/2016 à 11:25:34,http://www.najat-vallaud-belka​ [...] ves-de-6e/
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,malmignatt​e; malmignatt​e,,Posté le 01/07/2016 à 11:47:15,"fleurdelys : je ne connaissais pas les livres en ligne, je regarderais, merci pur cette idée .
Les activités du temps de midi ne sont pas très disponibles pour ceux qui font plusieurs langues. Et ça n'est pas une garantie de se faire des copains, ce qui stresse un peu mon petiot.
Il a peur d'être vu comme un petit, à 9 ans 1/2 il a une carrure de crevette.
Mais bon, il est très souriant, peu timide, fan de foot, ça devrait l'aider. Pour les échecs, je sais que des jeux sont disponibles en perm et en salle réservée, j'espère qu'il trouvera des partenaires. Mon aîné était dans ce collège (avec une équipe éducative différente, la sienne était bien, ce qui n’est plus le cas, enfin les sections bilangues ont été maintenues c'est déjà pas mal).
Il y a des lycées qui reviennent au cahier ? c'est n'importe quoi."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 01/07/2016 à 12:03:09,"Eh oui (pour les cahiers) et en première ils sont même ramassés...Le choc ensuite quand les jeunes rentrent en fac....
Ne parlons pas des cours qui sont dictés ou écrits au tableau ou préécrits...Les jeunes ne savent pas prendre un cours comme en amphi (ce qui se faisait avant dès la seconde mais bien sur les élèves étaient préparés au collège). On est encore dans les exigences disparues comme la méthode de fait. Les raisons majeures qui font que les jeunes sont complètement perdus pour beaucoup."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 01/07/2016 à 12:12:35,"D'ailleurs cette histoire de cours non pris comme en amphi, aggrave les difficultés du HP (s'ennuie d'autant plus) et surtout ce type de prise de notes est accessible à tous et donc la différence se fait sur le travail ce qui n'est pas le fort du HP.
C'est je pense une des raisons importantes pour lesquelles les HP sont d'autant plus en difficulté aujourd'hui, les capacités n'étant pas stimulées, l'ennui gagne et les impasses s'accumulent et les résultats sombres."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,fleur de lys91; fleur de lys91,,Posté le 01/07/2016 à 12:53:22,"Malmigatte rassure toi mon fils est en sous poids et c'était une inquiétude différence de taille...et finalement lorsque tu vois tous les 6èmes, tu te dis qu'il n'est pas si petit, il y en a d'autre.
Pour la petite histoire, il est devenu ami avec un élève de sa classe redoublant, cet élève fait 3 têtes de plus, mais c'est une belle relation comme quoi, c'est aussi une question de rencontre et de personne
Tu sais il s'adapte et analyse très vite il se fera de nouveaux amis, le collège n'est plus l'école élémentaire, il changera très vite, pas toujours en bien, petit ado même si il a une base saine, et nous sommes là aussi pour mettre des limites, à cet âge, c'est nécessaire.
Au lycée il laisse le choix en fonction de la matière classeur, trieur ou cahier, après l'élève fait en fonction de sa méthodologie et sa rigueur
Message cité 1 fois"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 01/07/2016 à 13:50:44,"La solution du casier est celle du public : ça ne marche pas. Il faut être stupide pour imaginer une telle solution.
La solution qui fonctionne est celle que j'ai rencontrée l, et que S. Royal a essayé de proposer au public : la ""classe à soi"". Les élèves ont leur classe, ce sont les profs qui bougent à chaque heure (sauf quelques spécialités exigeant du matériel). Les avantages sont nombreux, mais on peut citer :
- faire bouger 20 profs provoque moins de problèmes que faire bouger 20x25=500 gamins, en 5 minutes...
- les élèves s'approprient leur classe et s'y sentent plus sereins; les enseignants constatent moins de violence.
- les classes d'un même niveau sont regroupées au même endroit (étage d'un bâtiment). On peut donc mettre les livres en doubles en commun sur le même niveau. Inutile d'acheter 150 bouquins de géo : un tiers suffit. On peut donc acheter 3 fois plus de matières ou niveaux différentes 
- les élèves ont leur table. Non seulement moins de dépréciation, mais en plus y laissent du matériel.
- 1 surveillant responsable du niveau. Il est connu des élèves, il connait tous les élèves et leurs parents.
Je sais : c'est impossible à mettre en place. Un parent ou un prof du public m'ont expliqué bien des fois pourquoi cela ne pouvait pas exister... Mais dans cet établissement, comme dans quelques autres que je connais, ils l'ignoraient... c'est pourquoi c'est mis en place depuis des dizaines d'années...
Le résultat?
ça marche. Et donc on peut y réfléchir sur d'autres soucis que le ""poids du cartable"", sujet à la mode depuis plus de 20 ans pour lequel le public n'a toujours pas trouvé de solution. Logique : il n'y en a pas qui n'exige pas un sérieux changement de mentalité, tant chez les enseignants que chez les parents.
Message édité par marco912 le 01/07/2016 à 13:54:14"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,malmignatt​e; malmignatt​e,,Posté le 03/07/2016 à 18:27:10,"fleur de lys91 a écrit :
Tu sais il s'adapte et analyse très vite il se fera de nouveaux amis, le collège n'est plus l'école élémentaire, il changera très vite, pas toujours en bien, petit ado même si il a une base saine, et nous sommes là aussi pour mettre des limites, à cet âge, c'est nécessaire.
Afficher plus
Afficher moins
Je sais bien que le changement au collège est rapide, je l'ai vu avec son frère. Une des raisons pour lesquelles un passage à 9 ans 1/2 ne m'emballait guère, ça réduira probablement la période du gentil garçon câlin souriant à la maison Mais ce qui m'ennuie concrètement est le poids de ce sac quand il doit marcher plus de 20 minutes pour rejoindre le collège. J'espère que je vais trouver des solutions concrètes, je ne compte pas sur l'action des parents, elle est inexistante en dehors d'un sujet unique.
Message cité 1 fois"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 03/07/2016 à 20:35:17,"malmignatte a écrit :
Je sais bien que le changement au collège est rapide, je l'ai vu avec son frère. Une des raisons pour lesquelles un passage à 9 ans 1/2 ne m'emballait guère, ça réduira probablement la période du gentil garçon câlin souriant à la maison Mais ce qui m'ennuie concrètement est le poids de ce sac quand il doit marcher plus de 20 minutes pour rejoindre le collège. J'espère que je vais trouver des solutions concrètes, je ne compte pas sur l'action des parents, elle est inexistante en dehors d'un sujet unique.
Afficher plus
Afficher moins
http://www.mon-bagage-cabine.c​ [...] e-choisir/"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,malmignatt​e; malmignatt​e,,Posté le 03/07/2016 à 23:22:49,". . Ça ne change rien au problème . Évidemment il aura un sac adapté à sa morphologie Aucun cartable ne permet qu'un poids de 13kg représente 10, pour cent de 26kg (poids de mon petiot) .
Message cité 2 fois
Message édité par malmignatte le 03/07/2016 à 23:35:30"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,fleur de lys91; fleur de lys91,,Posté le 04/07/2016 à 09:09:34,"Fantôme en effet le poids du sac vide est important, (Lafuma pratique léger et imperméable) il faut éviter les roulettes..par rapport au copains mais surtout lorsque le collège a 3 étages...
Malmigatte je suis d'accord sur le fait que le poids d'un sac léger ne règle pas le problème de fond du poids du sac rempli, mais c'est déjà un bon début, ensuite l'agenda attention au poids, ce que j'ai fait j'ai enlevé les pages à chaque vacances scolaires à la fin poids plume. C'est à nous parents de faire bouger les choses et ne pas en faire une fatalité.
Marco j'avais émis 2 proposition pour faciliter la vie de l'élève, faire bouger les profs et non les élèves mais cela ne règle pas le poids du cartable car les élèves doivent quand même porter leurs sacs, et le collège n'avait pas l'air très réceptif à cette proposition et dans le cas de mon fils 25 mn à pied. autre solution le nombre de casier suffisant, il a été répondu le coût et le manque de place.
Message cité 3 fois
Message édité par fleur de lys91 le 04/07/2016 à 09:11:58"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 04/07/2016 à 09:21:13,"malmignatte a écrit :
. . Ça ne change rien au problème . Évidemment il aura un sac adapté à sa morphologie Aucun cartable ne permet qu'un poids de 13kg représente 10, pour cent de 26kg (poids de mon petiot) .
Afficher plus
Afficher moins
Sérieusement je suis d'accord pour le poids du cartable, je l'ai déjà écrit. Jamais pu trouver de solution court terme."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,Fantome de l'eau de las 01,,Posté le 04/07/2016 à 09:24:34,"fleur de lys91 a écrit :
Fantôme en effet le poids du sac vide est important, (Lafuma pratique léger et imperméable) il faut éviter les roulettes..par rapport au copains mais surtout lorsque le collège a 3 étages...
Malmigatte je suis d'accord sur le fait que le poids d'un sac léger ne règle pas le problème de fond du poids du sac rempli, mais c'est déjà un bon début, ensuite l'agenda attention au poids, ce que j'ai fait j'ai enlevé les pages à chaque vacances scolaires à la fin poids plume. C'est à nous parents de faire bouger les choses et ne pas en faire une fatalité.
Marco j'avais émis 2 proposition pour faciliter la vie de l'élève, faire bouger les profs et non les élèves mais cela ne règle pas le poids du cartable car les élèves doivent quand même porter leurs sacs, et le collège n'avait pas l'air très réceptif à cette proposition et dans le cas de mon fils 25 mn à pied. autre solution le nombre de casier suffisant, il a été répondu le coût et le manque de place.
Afficher plus
Afficher moins
Les escaliers sont un faux problème, même manipulation qu'une valise cabine (d'autant qu'on peut les porter à la main avec poignée). Mais les ados entre eux sont très sévères et les roulettes sont sujet à moquerie...."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 04/07/2016 à 09:47:05,"fleur de lys91 a écrit :
Marco j'avais émis 2 proposition pour faciliter la vie de l'élève, faire bouger les profs et non les élèves mais cela ne règle pas le poids du cartable car les élèves doivent quand même porter leurs sacs, et le collège n'avait pas l'air très réceptif à cette proposition et dans le cas de mon fils 25 mn à pied. autre solution le nombre de casier suffisant, il a été répondu le coût et le manque de place.
Afficher plus
Afficher moins
La classe à soi permet aux élèves de laisser des cahiers et livres sur place.
Si on est intelligent, on met les classes de sixième dans le même endroit (typiquement : au même étage). Donc il devient possible de mettre en commun des livres en doubles (50 livres suffisent pour 150 élèves).
Calcul rapide : 1 livre dure 4 ans minimum, et peut être partagé par 3 classes au moins. Chaque famille doit donc payer 1/12 du prix. Un livre coute en moyenne 15 euros, sur lesquels on a 32% de réduction, soit 10 euros.
Conclusion : pour 3 à 5 euros par enfant chaque année, le problème du poids du cartable est réglé car on a 4 ou 5 matières en double. Dans un premier temps, on peut se contenter de 2 matières.
Mais je le sais : dans le public, c'est impossible à mettre en oeuvre (faut faire bouger les profs, et payer les parents... un coup à les retrouver tous dans la rue pendant 3 semaines )
Message édité par marco912 le 04/07/2016 à 09:55:05"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 04/07/2016 à 09:56:05,"malmignatte a écrit :
. . Ça ne change rien au problème . Évidemment il aura un sac adapté à sa morphologie Aucun cartable ne permet qu'un poids de 13kg représente 10, pour cent de 26kg (poids de mon petiot) .
Afficher plus
Afficher moins
le vrai problème, ce sont les parents qui acceptent ça."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,fleur de lys91; fleur de lys91,,Posté le 04/07/2016 à 10:17:32,"Marco il faut donc 2 jeux de livres, car en maths, ils ont systématiquement des devoirs. Dans certaines classes, aucune possibilité d'entreposer, ni table ni armoire. Je vous remercie car cela mérite réflexion 
Fantôme : valise en cabine, peut être mais je ne suis pas certaine que nous arrivons à un poids identique avec le cumul des affaires scolaires. et en effet c'est un motif de moquerie
Message cité 1 fois"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 04/07/2016 à 12:44:19,"fleur de lys91 a écrit :
Marco il faut donc 2 jeux de livres, car en maths, ils ont systématiquement des devoirs. Dans certaines classes, aucune possibilité d'entreposer, ni table ni armoire. Je vous remercie car cela mérite réflexion 
Afficher plus
Afficher moins
Si les livres en double sont à disposition, c'est au niveau de l'étage qu'il faut avoir un espace de stockage.
Je comprends qu'il soit impossible de stocker 3 caisses de bouquins... alors qu'il est possible de faire transiter 500 gamins en moins de 10 minutes 
Ce qui est impossible dans cette affaire, c'est autre chose : faire évoluer les mentalités (des directions, des enseignants, et des parents...)
Mais ce que je trouve grave, c'est que des parents acceptent que leurs enfants portent sur leur dos 50% de leur poids. Mais bon : c'est leur choix.
Message cité 1 fois"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,malmignatt​e; malmignatt​e,,Posté le 04/07/2016 à 17:34:12,"marco912 a écrit :
Si les livres en double sont à disposition, c'est au niveau de l'étage qu'il faut avoir un espace de stockage.
Je comprends qu'il soit impossible de stocker 3 caisses de bouquins... alors qu'il est possible de faire transiter 500 gamins en moins de 10 minutes 
Ce qui est impossible dans cette affaire, c'est autre chose : faire évoluer les mentalités (des directions, des enseignants, et des parents...)
Mais ce que je trouve grave, c'est que des parents acceptent que leurs enfants portent sur leur dos 50% de leur poids. Mais bon : c'est leur choix.
Afficher plus
Afficher moins
Oui, c'est notre choix on ne vit pas en région parisienne, et aucun collège de notre région ne propose un système de salle fixe par classe.
La question n'est pas d'envoyer notre fils de 9 ans 1/2 à des centaines de km de sa famille pour avoir un sac moins lourd, mais de faire au mieux avec le collège de secteur. Rappelons qu'il existe des milliers de familles dont la question du choix pour le collège ne se pose pas, tant les collèges accessibles près de chez eux sont rares. A moins qu'on mette 67 millions de gens en RP ?"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 04/07/2016 à 18:11:45,"(vous devriez sortir un peu : il n'y a pas qu'en RP qu'on a le choix entre plusieurs collèges, et accès au privé si aucun ne convient... C'est donc bien un choix que vous avez fait : assumez le, pour une fois. )
je ne comprends pas... qu'est ce qui empêche de faire la classe à soi quand on est un collège de campagne ? ? ?
tous les parents y seraient à votre image ?
Message cité 1 fois
Message édité par marco912 le 04/07/2016 à 19:48:45"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,fleur de lys91; fleur de lys91,,Posté le 05/07/2016 à 08:09:55,"Malmignatte je vous rejoins, la problématique c'est posée pour notre fille, mais dans le cadre de la musique à 11 ans, elle devait partir en famille d'accueil pour intégrer une école, et comme nous devions déménager pour notre fils aîné impérativement, nous avons déménagé.
En région parisienne nous avons en effet le choix mais souvent les collèges sont à saturations aussi bien privé que public après il y a les options pour intégrer un collège ""élitiste"" car il ne faut pas se voiler la face c'est la réalité ou les moyens financiers.
Je rejoins Marco sur le fait qu'il y a des possibilités qui s'offrent à nous, et je sais que ce sera des pistes sérieuses l'année prochaine car le poids du cartable concerne les 6èmes mais je sais que la problématique va se poser de la 5ème à la 3ème.
Marco concernant la classe chez soi, c'est un choix, et il faut pouvoir, ce n'est pas donné à tout le monde.
Elle s'est posée à un moment pour note fils aîné, avec le recul, le fait de l'avoir maintenu dans le système scolaire, lui a permis de se construire...
Message cité 1 fois"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 05/07/2016 à 09:26:32,"fleur de lys91 a écrit :
Je rejoins Marco sur le fait qu'il y a des possibilités qui s'offrent à nous, et je sais que ce sera des pistes sérieuses l'année prochaine car le poids du cartable concerne les 6èmes mais je sais que la problématique va se poser de la 5ème à la 3ème.
Marco concernant la classe chez soi, c'est un choix, et il faut pouvoir, ce n'est pas donné à tout le monde.
Afficher plus
Afficher moins
pardon, je ne parlais pas de l'école chez soi...
mais d'une organisation du collège (et du lycée : ça s'y pratique également, avec beaucoup de succès) où les élèves ont leur propre classe dans laquelle ils assistent à presque tous les cours.
Cette pratique est largement utilisée dans les établissements privés.
Ségoleyne Royal l'avait remarquée quand elle était ministre, et a tenté de la proposer à l'EN, ainsi que d'autres petites choses également mises en place depuis des décennies dans certains établissements privés. Mais faire bouger un mammouth n'est pas chose aisée, et la réponse fut pratiquement toujours la même : impossible. Il faudrait en effet trouver quelques euros par enfant chaque année, gérer les classes d'une façon différente, et surtout faire bouger les profs à chaque interclasse : c'est très compliqué...
Toujours est il que mes enfants ont bénéficié du double jeu de livres jusqu'en 4ème incluse, qu'aucun cahier ne dépassait le format A4, et ne comportait plus de 48 pages, avec une préférence pour le classeur souple. L'argent provenait de l'association de parents (c'est utile, une association de parents concernés... ), qui menait des actions pour cela. Bon, faut se relever les manches."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,malmignatt​e; malmignatt​e,,Posté le 06/07/2016 à 09:34:17,"marco912 a écrit :
(vous devriez sortir un peu : il n'y a pas qu'en RP qu'on a le choix entre plusieurs collèges, et accès au privé si aucun ne convient... C'est donc bien un choix que vous avez fait : assumez le, pour une fois. )
je ne comprends pas... qu'est ce qui empêche de faire la classe à soi quand on est un collège de campagne ? ? ?
tous les parents y seraient à votre image ?
Afficher plus
Afficher moins
Dans ma région, aucun collège ne propose de salle dédiée à une classe, privé compris (et le privé est nul dans notre ville).
Sortir un peu, c'est rigolo, il m'est arrivé de faire une année scolaire sur 3 continents, et j'ai vécu dans bien plus d'endroits que vous, je le parie...
Je ne vais pas changer d'ici septembre le fonctionnement d'un collège, ni demander à mon gosse de prendre l'avion pour trouver un collège qui lui permettrait de rester dans sa classe dans une autre région . Ce n'est pas une question de choix mais de sens des réalités, et pas des yaka-konkon."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 06/07/2016 à 11:45:52,"Vous découvrez donc ce collège ? Votre grand n'y est pas resté 4 années ? dons son collège à son époque on pratiquait un système performant de cartable allégé ?
Il y a 2 catégories de parents d'élèves : ceux qui relèvent leurs manches et font bouger les choses, et ceux qui râlent que les premiers n'en ont pas fait assez, et qu'ils n'ont pas le choix que de subir.
Message cité 1 fois"
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,malmignatt​e; malmignatt​e,,Posté le 06/07/2016 à 11:51:12,"marco912 a écrit :
Vous découvrez donc ce collège ? Votre grand n'y est pas resté 4 années ? dons son collège à son époque on pratiquait un système performant de cartable allégé ?
Il y a 2 catégories de parents d'élèves : ceux qui relèvent leurs manches et font bouger les choses, et ceux qui râlent que les premiers n'en ont pas fait assez, et qu'ils n'ont pas le choix que de subir.
Afficher plus
Afficher moins
Il y a ceux aussi qui essaient de s'inscrire sur une liste et ceux qui n'y arrivent pas (eh oui, tous les endroits ne sont pas pareils, j'ai pu m'inscrire sans soucis sur des listes pendant plusieurs années ailleurs où j'ai fait ma part de job). Les yaka..."
http://forum.doctissimo.fr/famille/enfants-precoces-surdoues/passage-anticipe-sujet_5220_2.htm,marco912; marco912,,Posté le 06/07/2016 à 13:30:52,"une liste ? une lise de quoi ?.. Quel rapport avec le collège ? ??
Vous avez été parents d'élève dans ce collège durant 4 ans. Qu'y avez-vous fait ?
c'est plus facile de venir pleurer ici..."
